phenocode	phenotype	category	num_cases	num_controls
F5_ALCOHOL_DEPENDENCE	Alcohol dependence	V Mental and behavioural disorders (F5_)	12599	468475
F5_ALLANXIOUS	All anxiety disorders	V Mental and behavioural disorders (F5_)	35875	444414
F5_ALZHDEMENT	Dementia in Alzheimer disease	V Mental and behavioural disorders (F5_)	7968	469981
F5_ANAPER	Anankastic personality disorder	V Mental and behavioural disorders (F5_)	1468	486464
F5_ANOREX	Anorexia (incl.atypical)	V Mental and behavioural disorders (F5_)	2621	484901
F5_ANXIETY	Other anxiety disorders	V Mental and behavioural disorders (F5_)	24643	444414
F5_ANXPER	Anxious personality disorder	V Mental and behavioural disorders (F5_)	730	486464
F5_BEHAVE	Behavioural syndromes associated with physiological disturbances and physical fa	V Mental and behavioural disorders (F5_)	15447	484901
F5_BEHEMOCHILD	Behavioural and emotional disorders with onset usually occurring in childhood an	V Mental and behavioural disorders (F5_)	9640	490708
F5_BIPO	Bipolar affective disorders	V Mental and behavioural disorders (F5_)	8946	434831
F5_BULIMIA	Bulimia nervosa (incl. atypical)	V Mental and behavioural disorders (F5_)	1392	484901
F5_CANNABIS	Mental and behavioural disorders due to cannabinoids	V Mental and behavioural disorders (F5_)	1168	491508
F5_COCAINE	Mental and behavioural disorders due to cocaine	V Mental and behavioural disorders (F5_)	54	491508
F5_DELIRIUM	Delirium, not induced by alcohol and other psychoactive substances	V Mental and behavioural disorders (F5_)	4381	469981
F5_DELUSIO	Persistent delusional disorders	V Mental and behavioural disorders (F5_)	2953	484776
F5_DEMENTIA	Dementia	V Mental and behavioural disorders (F5_)	24864	469981
F5_DEMENTIA_INCLAVO	Dementia, including avohilmo	V Mental and behavioural disorders (F5_)	26681	473667
F5_DEMINOTH	Dementia in other diseases classified elsewhere	V Mental and behavioural disorders (F5_)	1607	469981
F5_DEMNAS	Unspecified dementia	V Mental and behavioural disorders (F5_)	5388	469981
F5_DEPPER	Dependent personality disorder	V Mental and behavioural disorders (F5_)	742	486464
F5_DEPRESSIO	Depression	V Mental and behavioural disorders (F5_)	59333	434831
F5_DEPRESSION_DYSTHYMIA	Depression or dysthymia	V Mental and behavioural disorders (F5_)	72588	254393
F5_DEPRESSION_PSYCHOTIC	Psychotic depression	V Mental and behavioural disorders (F5_)	2622	254393
F5_DEPRESSION_RECURRENT	Recurrent or chronic depression	V Mental and behavioural disorders (F5_)	26094	254393
F5_DISPER	Dissocial personality disorder	V Mental and behavioural disorders (F5_)	573	486464
F5_DISSOCIATIVE	Dissociative [conversion] disorders	V Mental and behavioural disorders (F5_)	1525	444414
F5_EATOTH	Other eating disorders	V Mental and behavioural disorders (F5_)	2155	484901
F5_EMOCHILD	Emotional disorders and disorders of social functioning with onset specific to c	V Mental and behavioural disorders (F5_)	2230	490708
F5_EMOPER	Emotionally unstable personality disorder	V Mental and behavioural disorders (F5_)	5464	486464
F5_GAD	Generalized anxiety disorder	V Mental and behavioural disorders (F5_)	7148	444414
F5_GENDER	Gender identity disorders	V Mental and behavioural disorders (F5_)	501	486464
F5_HABIT	Habit and impulse disorders	V Mental and behavioural disorders (F5_)	607	486464
F5_HALLUCIN	Mental and behavioural disorders due to hallucinogens	V Mental and behavioural disorders (F5_)	177	491508
F5_HISPER	Histrionic personality disorder	V Mental and behavioural disorders (F5_)	172	486464
F5_HYPERKIN	Hyperkinetic disorders (excl. ADHD)	V Mental and behavioural disorders (F5_)	666	490708
F5_HYPERSOMNIA	Hypersomnia	V Mental and behavioural disorders (F5_)	508	490763
F5_INSOMNIA	Insomnia	V Mental and behavioural disorders (F5_)	6776	490763
F5_KELAMENT	Kela-code for severe mental illness	V Mental and behavioural disorders (F5_)	18538	479456
F5_KELARET	Kela-code for behavioural disturbances in mental retardation	V Mental and behavioural disorders (F5_)	282	498826
F5_MANIA	Manic episode	V Mental and behavioural disorders (F5_)	1157	434831
F5_MENTALUNSPE	Mental disorders, not otherwise specified	V Mental and behavioural disorders (F5_)	3449	479456
F5_MENTORG	Other mental disorders due to brain damage and dysfunction and to physical disea	V Mental and behavioural disorders (F5_)	4277	469981
F5_MILDRET	Mild mental retardation	V Mental and behavioural disorders (F5_)	913	498826
F5_MIXEDDEV	Mixed specific developmental disorders	V Mental and behavioural disorders (F5_)	800	494829
F5_MIXPER	Mixed and other personality disorders	V Mental and behavioural disorders (F5_)	3333	486464
F5_MODRET	Moderate mental retardation	V Mental and behavioural disorders (F5_)	216	498826
F5_MOOD	Mood [affective] disorders	V Mental and behavioural disorders (F5_)	65517	434831
F5_MOODOTH	Other and unspecified mood [affective] disorders	V Mental and behavioural disorders (F5_)	3063	434831
F5_NEUROTICOTH	Other neurotic disorders	V Mental and behavioural disorders (F5_)	1914	444414
F5_NIGHTMARES	Nightmares	V Mental and behavioural disorders (F5_)	71	490763
F5_OCD	Obsessive-compulsive disorder	V Mental and behavioural disorders (F5_)	2813	444414
F5_OPIOIDS	Mental and behavioural disorders due to opioids	V Mental and behavioural disorders (F5_)	1444	491508
F5_OTHERSUB	Mental and behavioural disorders due to multiple drug use and use of multiple dr	V Mental and behavioural disorders (F5_)	2866	491508
F5_OTHPER	Other specified and unspecified personality disorders	V Mental and behavioural disorders (F5_)	3809	486464
F5_OTHRET	Other and unspecified mental retardation	V Mental and behavioural disorders (F5_)	530	498826
F5_PANIC	Panic disorder	V Mental and behavioural disorders (F5_)	6911	444414
F5_PARAPER	Paranoid personality disorder	V Mental and behavioural disorders (F5_)	683	486464
F5_PERSBEHORG	Personality and behavioural disorders due to brain disease, damage and dysfuncti	V Mental and behavioural disorders (F5_)	537	469981
F5_PERSMOOD	Persistent mood disorders	V Mental and behavioural disorders (F5_)	9001	434831
F5_PERSOCHANGE	Enduring personality changes	V Mental and behavioural disorders (F5_)	142	486464
